id,date,name,region,t2m
1,2023-01-01,Northern Mariana Islands,Micronesia,27.103590901692712
1,2023-01-02,Northern Mariana Islands,Micronesia,27.044183349609398
1,2023-01-03,Northern Mariana Islands,Micronesia,27.299727376302087
1,2023-01-04,Northern Mariana Islands,Micronesia,26.57825113932296
1,2023-01-05,Northern Mariana Islands,Micronesia,26.572615559895837
1,2023-01-06,Northern Mariana Islands,Micronesia,27.350783284505212
1,2023-01-07,Northern Mariana Islands,Micronesia,26.934889729817712
1,2023-01-08,Northern Mariana Islands,Micronesia,26.651320393880212
1,2023-01-09,Northern Mariana Islands,Micronesia,25.915938313802087
1,2023-01-10,Northern Mariana Islands,Micronesia,26.236474609375023
1,2023-01-11,Northern Mariana Islands,Micronesia,25.66327311197921
1,2023-01-12,Northern Mariana Islands,Micronesia,26.238580322265648
1,2023-01-13,Northern Mariana Islands,Micronesia,25.633508300781273
1,2023-01-14,Northern Mariana Islands,Micronesia,25.795576985677087
1,2023-01-15,Northern Mariana Islands,Micronesia,26.513269042968773
1,2023-01-16,Northern Mariana Islands,Micronesia,27.144514973958337
1,2023-01-17,Northern Mariana Islands,Micronesia,27.227156575520837
1,2023-01-18,Northern Mariana Islands,Micronesia,27.05884195963546
1,2023-01-19,Northern Mariana Islands,Micronesia,26.974145507812523
1,2023-01-20,Northern Mariana Islands,Micronesia,27.345239257812523
1,2023-01-21,Northern Mariana Islands,Micronesia,27.184645589192712
1,2023-01-22,Northern Mariana Islands,Micronesia,26.875878906250023
1,2023-01-23,Northern Mariana Islands,Micronesia,27.228621419270837
1,2023-01-24,Northern Mariana Islands,Micronesia,27.782179768880212
1,2023-01-25,Northern Mariana Islands,Micronesia,27.058821614583337
1,2023-01-26,Northern Mariana Islands,Micronesia,27.555617268880212
1,2023-01-27,Northern Mariana Islands,Micronesia,27.040511067708337
1,2023-01-28,Northern Mariana Islands,Micronesia,27.216139729817712
1,2023-01-29,Northern Mariana Islands,Micronesia,26.615828450520837
1,2023-01-30,Northern Mariana Islands,Micronesia,27.233850097656273
1,2023-01-31,Northern Mariana Islands,Micronesia,26.97333170572921
1,2023-02-01,Northern Mariana Islands,Micronesia,27.04285074869796
1,2023-02-02,Northern Mariana Islands,Micronesia,26.522546386718773
1,2023-02-03,Northern Mariana Islands,Micronesia,26.102817789713583
1,2023-02-04,Northern Mariana Islands,Micronesia,27.169407145182333
1,2023-02-05,Northern Mariana Islands,Micronesia,26.40021158854171
1,2023-02-06,Northern Mariana Islands,Micronesia,26.937890625000023
1,2023-02-07,Northern Mariana Islands,Micronesia,25.757246907552087
1,2023-02-08,Northern Mariana Islands,Micronesia,26.90662027994796
1,2023-02-09,Northern Mariana Islands,Micronesia,27.096114095052087
1,2023-02-10,Northern Mariana Islands,Micronesia,26.81775309244796
1,2023-02-11,Northern Mariana Islands,Micronesia,27.054610188802087
1,2023-02-12,Northern Mariana Islands,Micronesia,27.17377115885421
1,2023-02-13,Northern Mariana Islands,Micronesia,26.612044270833337
1,2023-02-14,Northern Mariana Islands,Micronesia,26.970381673177087
1,2023-02-15,Northern Mariana Islands,Micronesia,26.294295247395837
1,2023-02-16,Northern Mariana Islands,Micronesia,26.171929931640648
1,2023-02-17,Northern Mariana Islands,Micronesia,27.383711751302087
1,2023-02-18,Northern Mariana Islands,Micronesia,26.903548177083337
1,2023-02-19,Northern Mariana Islands,Micronesia,26.722762044270837
1,2023-02-20,Northern Mariana Islands,Micronesia,27.002180989583337
1,2023-02-21,Northern Mariana Islands,Micronesia,25.964562988281273
1,2023-02-22,Northern Mariana Islands,Micronesia,25.49060465494796
1,2023-02-23,Northern Mariana Islands,Micronesia,26.69000651041671
1,2023-02-24,Northern Mariana Islands,Micronesia,27.054956054687523
1,2023-02-25,Northern Mariana Islands,Micronesia,27.38330485026046
1,2023-02-26,Northern Mariana Islands,Micronesia,27.060703531901083
1,2023-02-27,Northern Mariana Islands,Micronesia,26.344527180989587
1,2023-02-28,Northern Mariana Islands,Micronesia,25.49414469401046
1,2023-03-01,Northern Mariana Islands,Micronesia,24.91205240885421
1,2023-03-02,Northern Mariana Islands,Micronesia,26.334273274739587
1,2023-03-03,Northern Mariana Islands,Micronesia,26.117913818359398
1,2023-03-04,Northern Mariana Islands,Micronesia,26.636153157552087
1,2023-03-05,Northern Mariana Islands,Micronesia,26.421360270182333
1,2023-03-06,Northern Mariana Islands,Micronesia,26.469639078776083
1,2023-03-07,Northern Mariana Islands,Micronesia,26.733778889973962
1,2023-03-08,Northern Mariana Islands,Micronesia,26.598402913411462
1,2023-03-09,Northern Mariana Islands,Micronesia,26.298506673177087
1,2023-03-10,Northern Mariana Islands,Micronesia,26.860925292968773
1,2023-03-11,Northern Mariana Islands,Micronesia,27.382826741536462
1,2023-03-12,Northern Mariana Islands,Micronesia,25.847975667317712
1,2023-03-13,Northern Mariana Islands,Micronesia,25.71649576822921
1,2023-03-14,Northern Mariana Islands,Micronesia,27.24463297526046
1,2023-03-15,Northern Mariana Islands,Micronesia,26.08801676432296
1,2023-03-16,Northern Mariana Islands,Micronesia,26.393039957682333
1,2023-03-17,Northern Mariana Islands,Micronesia,26.09997965494796
1,2023-03-18,Northern Mariana Islands,Micronesia,26.321374511718773
1,2023-03-19,Northern Mariana Islands,Micronesia,26.612451171875023
1,2023-03-20,Northern Mariana Islands,Micronesia,25.752058919270837
1,2023-03-21,Northern Mariana Islands,Micronesia,26.927972412109398
1,2023-03-22,Northern Mariana Islands,Micronesia,26.712294514973962
1,2023-03-23,Northern Mariana Islands,Micronesia,27.273950195312523
1,2023-03-24,Northern Mariana Islands,Micronesia,26.81048990885421
1,2023-03-25,Northern Mariana Islands,Micronesia,26.481744384765648
1,2023-03-26,Northern Mariana Islands,Micronesia,26.960616048177087
1,2023-03-27,Northern Mariana Islands,Micronesia,25.604791259765648
1,2023-03-28,Northern Mariana Islands,Micronesia,27.191695149739587
1,2023-03-29,Northern Mariana Islands,Micronesia,26.433272298177087
1,2023-03-30,Northern Mariana Islands,Micronesia,25.41687418619796
1,2023-03-31,Northern Mariana Islands,Micronesia,26.925185139973962
1,2023-04-01,Northern Mariana Islands,Micronesia,26.679213460286462
1,2023-04-02,Northern Mariana Islands,Micronesia,27.132613118489587
1,2023-04-03,Northern Mariana Islands,Micronesia,27.296950276692712
1,2023-04-04,Northern Mariana Islands,Micronesia,27.020613606770837
1,2023-04-05,Northern Mariana Islands,Micronesia,26.638452148437523
1,2023-04-06,Northern Mariana Islands,Micronesia,26.42883707682296
1,2023-04-07,Northern Mariana Islands,Micronesia,26.979231770833337
1,2023-04-08,Northern Mariana Islands,Micronesia,27.310266113281273
1,2023-04-09,Northern Mariana Islands,Micronesia,27.573775227864587
1,2023-04-10,Northern Mariana Islands,Micronesia,27.414941406250023
1,2023-04-11,Northern Mariana Islands,Micronesia,26.926344807942712
1,2023-04-12,Northern Mariana Islands,Micronesia,27.459395345052087
1,2023-04-13,Northern Mariana Islands,Micronesia,27.078057861328148
1,2023-04-14,Northern Mariana Islands,Micronesia,27.076949055989587
1,2023-04-15,Northern Mariana Islands,Micronesia,27.289331054687523
1,2023-04-16,Northern Mariana Islands,Micronesia,27.478712972005212
1,2023-04-17,Northern Mariana Islands,Micronesia,26.758813476562523
1,2023-04-18,Northern Mariana Islands,Micronesia,25.963240559895837
1,2023-04-19,Northern Mariana Islands,Micronesia,26.84503580729171
1,2023-04-20,Northern Mariana Islands,Micronesia,27.010664876302087
1,2023-04-21,Northern Mariana Islands,Micronesia,26.74402262369796
1,2023-04-22,Northern Mariana Islands,Micronesia,27.076216634114587
1,2023-04-23,Northern Mariana Islands,Micronesia,27.524865722656273
1,2023-04-24,Northern Mariana Islands,Micronesia,27.43146158854171
1,2023-04-25,Northern Mariana Islands,Micronesia,27.006077067057333
1,2023-04-26,Northern Mariana Islands,Micronesia,27.802687581380212
1,2023-04-27,Northern Mariana Islands,Micronesia,27.16058756510421
1,2023-04-28,Northern Mariana Islands,Micronesia,26.72229410807296
1,2023-04-29,Northern Mariana Islands,Micronesia,27.08111979166671
1,2023-04-30,Northern Mariana Islands,Micronesia,27.373518880208337
1,2023-05-01,Northern Mariana Islands,Micronesia,27.450219726562523
1,2023-05-02,Northern Mariana Islands,Micronesia,27.45502115885421
1,2023-05-03,Northern Mariana Islands,Micronesia,27.034590657552087
1,2023-05-04,Northern Mariana Islands,Micronesia,26.955000813802087
1,2023-05-05,Northern Mariana Islands,Micronesia,26.37829996744796
1,2023-05-06,Northern Mariana Islands,Micronesia,26.558740234375023
1,2023-05-07,Northern Mariana Islands,Micronesia,26.72485758463546
1,2023-05-08,Northern Mariana Islands,Micronesia,27.220910644531273
1,2023-05-09,Northern Mariana Islands,Micronesia,27.467248535156273
1,2023-05-10,Northern Mariana Islands,Micronesia,26.69574381510421
1,2023-05-11,Northern Mariana Islands,Micronesia,27.347202555338583
1,2023-05-12,Northern Mariana Islands,Micronesia,26.71405436197921
1,2023-05-13,Northern Mariana Islands,Micronesia,27.32819010416671
1,2023-05-14,Northern Mariana Islands,Micronesia,27.970900472005212
1,2023-05-15,Northern Mariana Islands,Micronesia,28.463332112630212
1,2023-05-16,Northern Mariana Islands,Micronesia,28.352105712890648
1,2023-05-17,Northern Mariana Islands,Micronesia,28.29315592447921
1,2023-05-18,Northern Mariana Islands,Micronesia,27.766514078776083
1,2023-05-19,Northern Mariana Islands,Micronesia,28.026208496093773
1,2023-05-20,Northern Mariana Islands,Micronesia,28.18823649088546
1,2023-05-21,Northern Mariana Islands,Micronesia,27.844567871093773
1,2023-05-22,Northern Mariana Islands,Micronesia,28.189619954427087
1,2023-05-23,Northern Mariana Islands,Micronesia,26.968703206380212
1,2023-05-24,Northern Mariana Islands,Micronesia,26.990136718750023
1,2023-05-25,Northern Mariana Islands,Micronesia,27.189223225911462
1,2023-05-26,Northern Mariana Islands,Micronesia,28.01788736979171
1,2023-05-27,Northern Mariana Islands,Micronesia,27.646518961588583
1,2023-05-28,Northern Mariana Islands,Micronesia,27.218001302083337
1,2023-05-29,Northern Mariana Islands,Micronesia,27.804416910807333
1,2023-05-30,Northern Mariana Islands,Micronesia,26.181553141276083
1,2023-05-31,Northern Mariana Islands,Micronesia,26.743910725911462
1,2023-06-01,Northern Mariana Islands,Micronesia,27.285933430989587
1,2023-06-02,Northern Mariana Islands,Micronesia,27.54907633463546
1,2023-06-03,Northern Mariana Islands,Micronesia,28.061669921875023
1,2023-06-04,Northern Mariana Islands,Micronesia,27.55304361979171
1,2023-06-05,Northern Mariana Islands,Micronesia,27.592767333984398
1,2023-06-06,Northern Mariana Islands,Micronesia,28.215997314453148
1,2023-06-07,Northern Mariana Islands,Micronesia,28.055993652343773
1,2023-06-08,Northern Mariana Islands,Micronesia,27.537683105468773
1,2023-06-09,Northern Mariana Islands,Micronesia,26.184035237630212
1,2023-06-10,Northern Mariana Islands,Micronesia,27.564599609375023
1,2023-06-11,Northern Mariana Islands,Micronesia,27.64288736979171
1,2023-06-12,Northern Mariana Islands,Micronesia,28.49762369791671
1,2023-06-13,Northern Mariana Islands,Micronesia,27.564477539062523
1,2023-06-14,Northern Mariana Islands,Micronesia,28.318811035156273
1,2023-06-15,Northern Mariana Islands,Micronesia,28.315952555338583
1,2023-06-16,Northern Mariana Islands,Micronesia,27.727075195312523
1,2023-06-17,Northern Mariana Islands,Micronesia,26.93921305338546
1,2023-06-18,Northern Mariana Islands,Micronesia,27.279036458333337
1,2023-06-19,Northern Mariana Islands,Micronesia,27.340865071614587
1,2023-06-20,Northern Mariana Islands,Micronesia,28.355147298177087
1,2023-06-21,Northern Mariana Islands,Micronesia,28.571883138020837
1,2023-06-22,Northern Mariana Islands,Micronesia,28.51843668619796
1,2023-06-23,Northern Mariana Islands,Micronesia,28.44379069010421
1,2023-06-24,Northern Mariana Islands,Micronesia,27.04651285807296
1,2023-06-25,Northern Mariana Islands,Micronesia,27.24042154947921
1,2023-06-26,Northern Mariana Islands,Micronesia,27.616072591145837
