id,date,name,region,t2m
1,2023-06-27,Northern Mariana Islands,Micronesia,28.309533691406273
1,2023-06-28,Northern Mariana Islands,Micronesia,27.998701985677087
1,2023-06-29,Northern Mariana Islands,Micronesia,27.806176757812523
1,2023-06-30,Northern Mariana Islands,Micronesia,28.760980224609398
1,2023-07-01,Northern Mariana Islands,Micronesia,28.676660156250023
1,2023-07-02,Northern Mariana Islands,Micronesia,28.27917887369796
1,2023-07-03,Northern Mariana Islands,Micronesia,27.897668457031273
1,2023-07-04,Northern Mariana Islands,Micronesia,27.13934733072921
1,2023-07-05,Northern Mariana Islands,Micronesia,27.754083251953148
1,2023-07-06,Northern Mariana Islands,Micronesia,27.432356770833337
1,2023-07-07,Northern Mariana Islands,Micronesia,27.644026692708337
1,2023-07-08,Northern Mariana Islands,Micronesia,28.706994628906273
1,2023-07-09,Northern Mariana Islands,Micronesia,27.267378743489587
1,2023-07-10,Northern Mariana Islands,Micronesia,28.41858317057296
1,2023-07-11,Northern Mariana Islands,Micronesia,27.286177571614587
1,2023-07-12,Northern Mariana Islands,Micronesia,27.545638020833337
1,2023-07-13,Northern Mariana Islands,Micronesia,26.759362792968773
1,2023-07-14,Northern Mariana Islands,Micronesia,28.668176269531273
1,2023-07-15,Northern Mariana Islands,Micronesia,27.716638183593773
1,2023-07-16,Northern Mariana Islands,Micronesia,28.467340087890648
1,2023-07-17,Northern Mariana Islands,Micronesia,27.495528157552087
1,2023-07-18,Northern Mariana Islands,Micronesia,27.32251383463546
1,2023-07-19,Northern Mariana Islands,Micronesia,28.302046712239587
1,2023-07-20,Northern Mariana Islands,Micronesia,28.682855224609398
1,2023-07-21,Northern Mariana Islands,Micronesia,28.69348551432296
1,2023-07-22,Northern Mariana Islands,Micronesia,27.663191731770837
1,2023-07-23,Northern Mariana Islands,Micronesia,26.728621419270837
1,2023-07-24,Northern Mariana Islands,Micronesia,26.498681640625023
1,2023-07-25,Northern Mariana Islands,Micronesia,28.642592366536462
1,2023-07-26,Northern Mariana Islands,Micronesia,27.450158691406273
1,2023-07-27,Northern Mariana Islands,Micronesia,28.58777262369796
1,2023-07-28,Northern Mariana Islands,Micronesia,27.360325113932333
1,2023-07-29,Northern Mariana Islands,Micronesia,28.409570312500023
1,2023-07-30,Northern Mariana Islands,Micronesia,28.572676595052087
1,2023-07-31,Northern Mariana Islands,Micronesia,28.73901774088546
1,2023-08-01,Northern Mariana Islands,Micronesia,27.95123697916671
1,2023-08-02,Northern Mariana Islands,Micronesia,28.258711751302087
1,2023-08-03,Northern Mariana Islands,Micronesia,27.167413330078148
1,2023-08-04,Northern Mariana Islands,Micronesia,27.97986246744796
1,2023-08-05,Northern Mariana Islands,Micronesia,28.139174397786462
1,2023-08-06,Northern Mariana Islands,Micronesia,27.92725016276046
1,2023-08-07,Northern Mariana Islands,Micronesia,28.413975016276083
1,2023-08-08,Northern Mariana Islands,Micronesia,27.831872558593773
1,2023-08-09,Northern Mariana Islands,Micronesia,27.240747070312523
1,2023-08-10,Northern Mariana Islands,Micronesia,28.299890136718773
1,2023-08-11,Northern Mariana Islands,Micronesia,28.039778645833337
1,2023-08-12,Northern Mariana Islands,Micronesia,27.326460774739587
1,2023-08-13,Northern Mariana Islands,Micronesia,28.525618489583337
1,2023-08-14,Northern Mariana Islands,Micronesia,27.460646565755212
1,2023-08-15,Northern Mariana Islands,Micronesia,27.87482096354171
1,2023-08-16,Northern Mariana Islands,Micronesia,27.756921386718773
1,2023-08-17,Northern Mariana Islands,Micronesia,27.094812011718773
1,2023-08-18,Northern Mariana Islands,Micronesia,28.049422200520837
1,2023-08-19,Northern Mariana Islands,Micronesia,28.634993489583337
1,2023-08-20,Northern Mariana Islands,Micronesia,28.028253173828148
1,2023-08-21,Northern Mariana Islands,Micronesia,27.520399983723962
1,2023-08-22,Northern Mariana Islands,Micronesia,28.785740152994833
1,2023-08-23,Northern Mariana Islands,Micronesia,28.902307128906273
1,2023-08-24,Northern Mariana Islands,Micronesia,28.181593831380212
1,2023-08-25,Northern Mariana Islands,Micronesia,28.07751871744796
1,2023-08-26,Northern Mariana Islands,Micronesia,28.222517903645837
1,2023-08-27,Northern Mariana Islands,Micronesia,26.939233398437523
1,2023-08-28,Northern Mariana Islands,Micronesia,28.288252766927087
1,2023-08-29,Northern Mariana Islands,Micronesia,27.561985270182333
1,2023-08-30,Northern Mariana Islands,Micronesia,27.49481608072921
1,2023-08-31,Northern Mariana Islands,Micronesia,27.929427083333337
1,2023-09-01,Northern Mariana Islands,Micronesia,28.147149658203148
1,2023-09-02,Northern Mariana Islands,Micronesia,28.56830240885421
1,2023-09-03,Northern Mariana Islands,Micronesia,28.71185709635421
1,2023-09-04,Northern Mariana Islands,Micronesia,28.355187988281273
1,2023-09-05,Northern Mariana Islands,Micronesia,28.28375651041671
1,2023-09-06,Northern Mariana Islands,Micronesia,26.586450195312523
1,2023-09-07,Northern Mariana Islands,Micronesia,27.031203206380212
1,2023-09-08,Northern Mariana Islands,Micronesia,27.016778564453148
1,2023-09-09,Northern Mariana Islands,Micronesia,27.344079589843773
1,2023-09-10,Northern Mariana Islands,Micronesia,28.207187906901083
1,2023-09-11,Northern Mariana Islands,Micronesia,27.098840332031273
1,2023-09-12,Northern Mariana Islands,Micronesia,26.73895670572921
1,2023-09-13,Northern Mariana Islands,Micronesia,26.64630533854171
1,2023-09-14,Northern Mariana Islands,Micronesia,28.533715820312523
1,2023-09-15,Northern Mariana Islands,Micronesia,27.827905273437523
1,2023-09-16,Northern Mariana Islands,Micronesia,28.413924153645837
1,2023-09-17,Northern Mariana Islands,Micronesia,28.278181966145837
1,2023-09-18,Northern Mariana Islands,Micronesia,27.618941243489587
1,2023-09-19,Northern Mariana Islands,Micronesia,27.98651529947921
1,2023-09-20,Northern Mariana Islands,Micronesia,27.958520507812523
1,2023-09-21,Northern Mariana Islands,Micronesia,28.358697509765648
1,2023-09-22,Northern Mariana Islands,Micronesia,27.85327555338546
1,2023-09-23,Northern Mariana Islands,Micronesia,28.563399251302087
1,2023-09-24,Northern Mariana Islands,Micronesia,28.500838216145837
1,2023-09-25,Northern Mariana Islands,Micronesia,27.74414469401046
1,2023-09-26,Northern Mariana Islands,Micronesia,28.352217610677087
1,2023-09-27,Northern Mariana Islands,Micronesia,27.63184000651046
1,2023-09-28,Northern Mariana Islands,Micronesia,27.72772623697921
1,2023-09-29,Northern Mariana Islands,Micronesia,28.601729329427087
1,2023-09-30,Northern Mariana Islands,Micronesia,28.11529947916671
1,2023-10-01,Northern Mariana Islands,Micronesia,27.580112711588583
1,2023-10-02,Northern Mariana Islands,Micronesia,27.384851074218773
1,2023-10-03,Northern Mariana Islands,Micronesia,26.872155761718773
1,2023-10-04,Northern Mariana Islands,Micronesia,28.290856933593773
1,2023-10-05,Northern Mariana Islands,Micronesia,26.890181477864587
1,2023-10-06,Northern Mariana Islands,Micronesia,28.998162841796898
1,2023-10-07,Northern Mariana Islands,Micronesia,28.758508300781273
1,2023-10-08,Northern Mariana Islands,Micronesia,28.19141031901046
1,2023-10-09,Northern Mariana Islands,Micronesia,28.280246988932333
1,2023-10-10,Northern Mariana Islands,Micronesia,27.418359375000023
1,2023-10-11,Northern Mariana Islands,Micronesia,28.67474772135421
1,2023-10-12,Northern Mariana Islands,Micronesia,27.32513834635421
1,2023-10-13,Northern Mariana Islands,Micronesia,27.305444335937523
1,2023-10-14,Northern Mariana Islands,Micronesia,28.18085123697921
1,2023-10-15,Northern Mariana Islands,Micronesia,27.393701171875023
1,2023-10-16,Northern Mariana Islands,Micronesia,27.948571777343773
1,2023-10-17,Northern Mariana Islands,Micronesia,26.760532633463583
1,2023-10-18,Northern Mariana Islands,Micronesia,28.46545817057296
1,2023-10-19,Northern Mariana Islands,Micronesia,27.329980468750023
1,2023-10-20,Northern Mariana Islands,Micronesia,28.152500406901083
1,2023-10-21,Northern Mariana Islands,Micronesia,27.370345052083337
1,2023-10-22,Northern Mariana Islands,Micronesia,28.432285563151083
1,2023-10-23,Northern Mariana Islands,Micronesia,27.846612548828148
1,2023-10-24,Northern Mariana Islands,Micronesia,28.629907226562523
1,2023-10-25,Northern Mariana Islands,Micronesia,27.793562825520837
1,2023-10-26,Northern Mariana Islands,Micronesia,27.71692301432296
1,2023-10-27,Northern Mariana Islands,Micronesia,27.601342773437523
1,2023-10-28,Northern Mariana Islands,Micronesia,27.599643961588583
1,2023-10-29,Northern Mariana Islands,Micronesia,26.944146728515648
1,2023-10-30,Northern Mariana Islands,Micronesia,28.348921712239587
1,2023-10-31,Northern Mariana Islands,Micronesia,27.261763509114587
2,2023-01-01,Kuril Islands,Eastern Asia,1.4159725304805875
2,2023-01-02,Kuril Islands,Eastern Asia,-4.905686442057288
2,2023-01-03,Kuril Islands,Eastern Asia,-7.071425559303975
2,2023-01-04,Kuril Islands,Eastern Asia,-5.398488917495229
2,2023-01-05,Kuril Islands,Eastern Asia,-3.733847508285976
2,2023-01-06,Kuril Islands,Eastern Asia,-1.0730448404947879
2,2023-01-07,Kuril Islands,Eastern Asia,-2.232546349727727
2,2023-01-08,Kuril Islands,Eastern Asia,-2.822756310665227
2,2023-01-09,Kuril Islands,Eastern Asia,-1.886085833925165
2,2023-01-10,Kuril Islands,Eastern Asia,-2.502694424715912
2,2023-01-11,Kuril Islands,Eastern Asia,-3.4130763198389786
2,2023-01-12,Kuril Islands,Eastern Asia,-0.3450489390979783
2,2023-01-13,Kuril Islands,Eastern Asia,0.35859116062977137
2,2023-01-14,Kuril Islands,Eastern Asia,-1.5858742453834793
2,2023-01-15,Kuril Islands,Eastern Asia,-7.793667510061539
2,2023-01-16,Kuril Islands,Eastern Asia,-4.284935783617414
2,2023-01-17,Kuril Islands,Eastern Asia,-6.560189541903412
2,2023-01-18,Kuril Islands,Eastern Asia,-4.320596960819103
2,2023-01-19,Kuril Islands,Eastern Asia,-5.329121537642038
2,2023-01-20,Kuril Islands,Eastern Asia,-3.5530206853692903
2,2023-01-21,Kuril Islands,Eastern Asia,-3.2051508123224153
2,2023-01-22,Kuril Islands,Eastern Asia,-7.799310487689354
2,2023-01-23,Kuril Islands,Eastern Asia,-6.708345910274602
2,2023-01-24,Kuril Islands,Eastern Asia,-1.9124816894531023
2,2023-01-25,Kuril Islands,Eastern Asia,-8.77457090435604
2,2023-01-26,Kuril Islands,Eastern Asia,-4.287363318240978
2,2023-01-27,Kuril Islands,Eastern Asia,-5.11786961410985
2,2023-01-28,Kuril Islands,Eastern Asia,-5.425373054273166
2,2023-01-29,Kuril Islands,Eastern Asia,-5.39725156841854
2,2023-01-30,Kuril Islands,Eastern Asia,-5.753543368252792
2,2023-01-31,Kuril Islands,Eastern Asia,-3.5566753965435396
2,2023-02-01,Kuril Islands,Eastern Asia,-4.3705015240293505
2,2023-02-02,Kuril Islands,Eastern Asia,-1.5488314541902923
2,2023-02-03,Kuril Islands,Eastern Asia,-7.797572835286417
2,2023-02-04,Kuril Islands,Eastern Asia,-6.385635468454041
2,2023-02-05,Kuril Islands,Eastern Asia,-5.5033750591856005
2,2023-02-06,Kuril Islands,Eastern Asia,-3.4208333333332916
2,2023-02-07,Kuril Islands,Eastern Asia,-5.219374778053975
2,2023-02-08,Kuril Islands,Eastern Asia,-5.288810591264166
2,2023-02-09,Kuril Islands,Eastern Asia,-5.805282685250916
2,2023-02-10,Kuril Islands,Eastern Asia,-9.97178289240054
2,2023-02-11,Kuril Islands,Eastern Asia,-4.604539905894853
2,2023-02-12,Kuril Islands,Eastern Asia,-1.46655791311548
2,2023-02-13,Kuril Islands,Eastern Asia,-4.406954308712102
2,2023-02-14,Kuril Islands,Eastern Asia,-4.782459235913791
2,2023-02-15,Kuril Islands,Eastern Asia,-6.556083540482916
2,2023-02-16,Kuril Islands,Eastern Asia,-7.489114102450287
2,2023-02-17,Kuril Islands,Eastern Asia,-6.377000843394853
2,2023-02-18,Kuril Islands,Eastern Asia,-3.5482747395832916
2,2023-02-19,Kuril Islands,Eastern Asia,-3.036826023910976
2,2023-02-20,Kuril Islands,Eastern Asia,-2.807300544507541
2,2023-02-21,Kuril Islands,Eastern Asia,-5.860839473839917
2,2023-02-22,Kuril Islands,Eastern Asia,-7.365041651870229
2,2023-02-23,Kuril Islands,Eastern Asia,-3.409188565340912
2,2023-02-24,Kuril Islands,Eastern Asia,-4.268434096827605
2,2023-02-25,Kuril Islands,Eastern Asia,-1.582130755800165
2,2023-02-26,Kuril Islands,Eastern Asia,-3.34027894915954
2,2023-02-27,Kuril Islands,Eastern Asia,-5.023607288707353
2,2023-02-28,Kuril Islands,Eastern Asia,-0.03592159386835192
2,2023-03-01,Kuril Islands,Eastern Asia,0.8710367838542084
2,2023-03-02,Kuril Islands,Eastern Asia,-0.9858024828361636
2,2023-03-03,Kuril Islands,Eastern Asia,-3.448965916489101
2,2023-03-04,Kuril Islands,Eastern Asia,-3.6376986416902923
2,2023-03-05,Kuril Islands,Eastern Asia,-2.445886415423729
2,2023-03-06,Kuril Islands,Eastern Asia,0.5583583022608991
2,2023-03-07,Kuril Islands,Eastern Asia,0.5321335301255203
2,2023-03-08,Kuril Islands,Eastern Asia,0.24944458007814774
2,2023-03-09,Kuril Islands,Eastern Asia,-3.5596846147016663
2,2023-03-10,Kuril Islands,Eastern Asia,-0.3856419418797259
2,2023-03-11,Kuril Islands,Eastern Asia,0.009306381688020338
2,2023-03-12,Kuril Islands,Eastern Asia,0.16763712565108335
2,2023-03-13,Kuril Islands,Eastern Asia,2.3562329841382734
2,2023-03-14,Kuril Islands,Eastern Asia,0.5619861949573988
2,2023-03-15,Kuril Islands,Eastern Asia,-0.017274428858854662
2,2023-03-16,Kuril Islands,Eastern Asia,1.6793207341974608
2,2023-03-17,Kuril Islands,Eastern Asia,0.25995834812977137
2,2023-03-18,Kuril Islands,Eastern Asia,0.0992509321733337
2,2023-03-19,Kuril Islands,Eastern Asia,-0.12642193418560055
2,2023-03-20,Kuril Islands,Eastern Asia,2.4124519116950864
2,2023-03-21,Kuril Islands,Eastern Asia,2.504913699988208
2,2023-03-22,Kuril Islands,Eastern Asia,0.7437812573982114
2,2023-03-23,Kuril Islands,Eastern Asia,1.059343187736772
2,2023-03-24,Kuril Islands,Eastern Asia,2.121628639914775
2,2023-03-25,Kuril Islands,Eastern Asia,-2.6995411265979783
2,2023-03-26,Kuril Islands,Eastern Asia,0.952093320904396
2,2023-03-27,Kuril Islands,Eastern Asia,0.6279328317353361
2,2023-03-28,Kuril Islands,Eastern Asia,1.182462195194148
2,2023-03-29,Kuril Islands,Eastern Asia,1.6766435102983337
2,2023-03-30,Kuril Islands,Eastern Asia,1.8911876331676467
2,2023-03-31,Kuril Islands,Eastern Asia,2.6738830566406477
2,2023-04-01,Kuril Islands,Eastern Asia,0.8820425322561505
2,2023-04-02,Kuril Islands,Eastern Asia,0.20902173591383644
2,2023-04-03,Kuril Islands,Eastern Asia,-0.39682339754966733
2,2023-04-04,Kuril Islands,Eastern Asia,1.042808209043585
2,2023-04-05,Kuril Islands,Eastern Asia,2.6444890802557097
2,2023-04-06,Kuril Islands,Eastern Asia,2.1591282700047714
2,2023-04-07,Kuril Islands,Eastern Asia,5.437624289772771
2,2023-04-08,Kuril Islands,Eastern Asia,1.4474583481297714
2,2023-04-09,Kuril Islands,Eastern Asia,0.264648807410083
2,2023-04-10,Kuril Islands,Eastern Asia,2.2292169744318358
2,2023-04-11,Kuril Islands,Eastern Asia,3.6521378950639587
2,2023-04-12,Kuril Islands,Eastern Asia,4.905477257930897
2,2023-04-13,Kuril Islands,Eastern Asia,2.8874802098130203
2,2023-04-14,Kuril Islands,Eastern Asia,3.717751612807774
2,2023-04-15,Kuril Islands,Eastern Asia,1.8963386304450864
2,2023-04-16,Kuril Islands,Eastern Asia,2.253215812914334
